,NVDA
2024-05-09,105.50319100140244
2024-05-10,105.87269690122774
2024-05-13,106.54131759984354
2024-05-14,105.36433734641703
2024-05-15,105.31390440781516
2024-05-16,106.35136225475723
2024-05-17,107.31925000286606
2024-05-20,107.58961567156955
2024-05-21,108.5909503630721
2024-05-22,109.168847262079
2024-05-23,110.53130717831098
2024-05-24,110.89595232626831
2024-05-27,110.54640771627335
2024-05-28,110.9626684743646
2024-05-29,107.8011019868063
2024-05-30,108.25794274716552
2024-05-31,104.4211885218932
2024-06-03,102.67801007774801
2024-06-04,103.18419189288737
2024-06-05,103.71958456945931
2024-06-06,102.561915262371
2024-06-07,101.87490582407102
2024-06-10,103.32207559492058
2024-06-11,102.86431150407694
2024-06-12,105.23963194023
2024-06-13,105.27971497794495
2024-06-14,105.75246444145823
2024-06-17,107.5192462095917
2024-06-18,107.70329061379414
2024-06-19,106.67178575271446
2024-06-20,106.59743216027742
2024-06-21,106.60211110547439
2024-06-24,105.1992213862623
2024-06-25,104.97241257882965
2024-06-26,104.23788650695207
2024-06-27,105.24797525796568
2024-06-28,105.32653204754985
2024-07-01,105.07111390268666
2024-07-02,105.00159881672953
2024-07-03,105.27824494171969
2024-07-04,105.97200326117029
2024-07-05,104.95984167489503
2024-07-08,103.9138240177045
2024-07-09,105.11013787859615
2024-07-10,104.71950177127847
2024-07-11,103.28756000120849
2024-07-12,103.78848914601639
2024-07-15,104.31224617396522
2024-07-16,102.76878052672649
2024-07-17,103.04609709034376
2024-07-18,103.84841248626648
2024-07-19,104.27963909316797
2024-07-22,104.98273866291132
2024-07-23,103.56021717513705
2024-07-24,103.94518090882305
2024-07-25,103.6725584616345
2024-07-26,103.21452139536262
2024-07-29,104.15863884371012
2024-07-30,105.75317652586347
2024-07-31,107.7109829366704
2024-08-01,109.18018980439098
2024-08-02,109.10408043273658
2024-08-05,109.53339660909892
2024-08-06,110.42071182282054
2024-08-07,110.59882916611915
2024-08-08,110.78785370576077
2024-08-09,111.74893195838398
2024-08-12,111.72738588478998
2024-08-13,110.95991169785087
2024-08-14,110.5451737402956
2024-08-15,111.29266501989493
2024-08-16,111.34052368672191
2024-08-19,111.76465725420756
2024-08-20,112.56109922357442
2024-08-21,112.18482829937277
2024-08-22,113.0816637139789
2024-08-23,113.55629117545864
2024-08-26,112.20757908665011
2024-08-27,113.88322582208367
2024-08-28,113.35972177986979
2024-08-29,111.5435600433144
2024-08-30,110.42811326287773
2024-09-02,109.35006034110938
2024-09-03,109.45089838642697
2024-09-04,109.1952459459928
2024-09-05,108.87160012864004
2024-09-06,109.59220251517164
2024-09-09,110.00930802926665
2024-09-10,110.40169195079292
2024-09-11,110.89942882031039
2024-09-12,111.62947082967301
2024-09-13,109.34473055916753
2024-09-16,108.99054928683947
2024-09-17,106.68270700957889
2024-09-18,106.76388066483436
2024-09-19,106.80164655410607
2024-09-20,107.96732837687964
2024-09-23,109.30094163155076
2024-09-24,109.5666194145285
2024-09-25,109.06337660072236
2024-09-26,109.63764163114595
2024-09-27,109.10400315726345
2024-09-30,109.14613345222325
2024-10-01,110.2718875740168
2024-10-02,109.70240691357047
2024-10-03,110.63407062357145
2024-10-04,111.43061475343647
2024-10-07,110.41590492540334
2024-10-08,111.54109980549258
2024-10-09,112.36795450658275
2024-10-10,112.52754694784406
2024-10-11,111.7176625931497
2024-10-14,110.80620323963446
2024-10-15,110.25613211757562
2024-10-16,110.9003530142121
2024-10-17,109.8895560886319
2024-10-18,110.4155470149981
2024-10-21,109.09656342720866
2024-10-22,108.91771699544563
2024-10-23,109.08083193174181
2024-10-24,111.82559679860422
2024-10-25,110.34009067778597
2024-10-28,112.02112564204786
2024-10-29,112.23399124180816
2024-10-30,112.74150350827989
2024-10-31,112.9201687456132
2024-11-01,113.4688518193557
2024-11-04,113.33992793425858
2024-11-05,115.04599635700885
2024-11-06,114.56785932208615
2024-11-07,115.91876580472791
2024-11-08,115.22030366181566
2024-11-11,115.1969717855426
2024-11-12,114.01429506150889
2024-11-13,114.5800921260926
2024-11-14,116.29444948906375
2024-11-15,116.2510144387338
2024-11-18,116.06877621271707
2024-11-19,114.82815933328989
2024-11-20,114.61100365817467
2024-11-21,112.84507666165362
2024-11-22,111.86436327086402
2024-11-25,112.16320023305025
2024-11-26,113.69791781373573
2024-11-27,116.98400267983067
2024-11-28,116.3463298690681
2024-11-29,118.07551140173945
2024-12-02,118.41102938927486
2024-12-03,118.27937315140254
2024-12-04,118.83967784806131
2024-12-05,118.96085680911968
2024-12-06,119.13990345841734
2024-12-09,118.70187887394398
2024-12-10,117.10067485507626
2024-12-11,115.3530910763448
2024-12-12,116.15554876260018
2024-12-13,115.88093360941241
2024-12-16,115.23832100545603
2024-12-17,115.29423163408916
2024-12-18,116.26089021632286
2024-12-19,116.51736978866118
2024-12-20,115.80176530165744
2024-12-23,117.27747860585791
2024-12-24,119.19187553085764
2024-12-25,119.83072963139311
2024-12-26,121.05158725344904
2024-12-27,122.61340975803185
2024-12-30,124.05653496129179
2024-12-31,124.87064738433902
2025-01-01,125.67030505472768
2025-01-02,126.37560400364731
2025-01-03,125.04642646160791
2025-01-06,125.9761132511399
2025-01-07,124.32935981794905
2025-01-08,123.3947020425479
2025-01-09,125.0637776048962
2025-01-10,126.16947333097637
2025-01-13,128.1113762519393
2025-01-14,127.81491855144773
2025-01-15,126.40117534654264
2025-01-16,126.14807411285966
2025-01-17,126.32737115778441
2025-01-20,126.47777593972516
2025-01-21,127.97096640754633
2025-01-22,127.56049325736194
2025-01-23,128.0615558907166
2025-01-24,126.85247311432073
2025-01-27,127.47598003956927
2025-01-28,127.53094493283234
2025-01-29,126.62891841479646
2025-01-30,126.38118445861886
2025-01-31,126.19910473141407
2025-02-03,125.90898500947488
2025-02-04,128.21040675979373
2025-02-05,128.13549479615637
2025-02-06,127.87449767841754
2025-02-07,125.27042323898353
2025-02-10,124.20491139301004
2025-02-11,123.92815204686507
2025-02-12,123.13033788562761
2025-02-13,124.89339430618462
2025-02-14,124.73745271298506
2025-02-17,126.405575740554
2025-02-18,126.53420146685494
2025-02-19,126.63195883607305
2025-02-20,126.57018201216587
2025-02-21,126.62562714811705
2025-02-24,128.87241260885054
2025-02-25,125.967855348007
2025-02-26,123.52101464651828
2025-02-27,122.90105396925617
2025-02-28,122.96808758520912
2025-03-03,123.86916844664515
2025-03-04,124.50635856482954
2025-03-05,124.07848740123164
2025-03-06,125.39951558264903
2025-03-07,126.74874223738475
2025-03-10,127.03305110961203
2025-03-11,128.3131644685198
2025-03-12,128.71495726538078
2025-03-13,128.04547773853798
2025-03-14,128.99371265168827
2025-03-17,129.1881404904088
2025-03-18,129.2415577102502
2025-03-19,131.2117892360145
2025-03-20,128.0862683221158
2025-03-21,126.33374392410491
2025-03-24,124.89288653214787
2025-03-25,124.48980882518441
2025-03-26,124.22292999923094
2025-03-27,122.41348279345767
2025-03-28,121.26193248586516
2025-03-31,120.27063804874203
2025-04-01,123.31212729872641
2025-04-02,125.60426127948057
2025-04-03,125.13819500566015
2025-04-04,124.73392314766807
2025-04-07,123.35801441047923
2025-04-08,121.07491783485634
2025-04-09,120.98187098421005
2025-04-10,119.82857598085295
2025-04-11,119.77484427782046
2025-04-14,117.9206126802243
2025-04-15,117.07232188177818
2025-04-16,117.29336040568268
2025-04-17,117.77078631165479
2025-04-18,118.3107888730011
2025-04-21,116.80549041288448
2025-04-22,117.85522136188284
2025-04-23,116.9626691258232
2025-04-24,117.75231532144801
2025-04-25,117.78689403567475
2025-04-28,116.22327597725042
2025-04-29,115.90271285459053
2025-04-30,116.37349397189315
2025-05-01,117.13585888033617
2025-05-02,117.01762555002504
2025-05-05,118.87141445348321
2025-05-06,120.12314990953502
2025-05-07,119.8631798800815
2025-05-08,120.81399636670405
2025-05-09,123.22230448411389
2025-05-12,125.71216935655886
2025-05-13,124.22754506276273
2025-05-14,123.13109412411775
2025-05-15,125.02313267231044
2025-05-16,123.75650565922913
2025-05-19,122.17941262058861
2025-05-20,121.63546967574284
2025-05-21,122.19655874590569
2025-05-22,122.12033590040181
2025-05-23,121.37698518007876
2025-05-26,120.6096331077047
2025-05-27,119.80144974362705
2025-05-28,118.79991491057939
2025-05-29,121.59027845987713
2025-05-30,122.00135243102162
2025-06-02,123.1372664741689
2025-06-03,122.58552455714221
2025-06-04,122.4067333094101
2025-06-05,121.58502830368565
2025-06-06,118.45069003192788
2025-06-09,116.87636460806424
2025-06-10,114.8251431087777
2025-06-11,112.31558573943283
2025-06-12,111.02540500119171
2025-06-13,112.55124238444809
2025-06-16,112.54624953332902
2025-06-17,114.05375607265458
2025-06-18,114.5692802291561
2025-06-19,115.51556650036432
2025-06-20,114.52536488291234
2025-06-23,115.17305638556576
2025-06-24,116.06181971234595
2025-06-25,115.44064534801323
2025-06-26,116.13483752275727
2025-06-27,116.84097077561245
2025-06-30,116.24711882547653
2025-07-01,114.99522152468053
2025-07-02,113.68702659979184
2025-07-03,113.83093799764062
2025-07-04,114.24947634254654
2025-07-07,113.39294636862476
2025-07-08,113.46847459157603
2025-07-09,114.16336076349776
2025-07-10,114.91725170203236
2025-07-11,116.7612346455426
2025-07-14,118.30912808254435
2025-07-15,117.17728145840442
2025-07-16,119.21443856974064
2025-07-17,118.63055821690654
2025-07-18,119.9245553102141
2025-07-21,120.0541277391562
2025-07-22,119.60817736441986
2025-07-23,117.51244503812612
2025-07-24,117.35794202322194
2025-07-25,115.58830297004621
2025-07-28,116.75850689562508
2025-07-29,118.59041728236915
2025-07-30,117.69618193384832
2025-07-31,118.09935741931716
2025-08-01,117.29268203623526
2025-08-04,116.60445954120658
2025-08-05,117.55807499039383
2025-08-06,117.55979339419139
2025-08-07,119.67067134258569
2025-08-08,119.14261724039343
2025-08-11,120.38736711265845
2025-08-12,120.5529092150557
2025-08-13,121.56468613529785
2025-08-14,121.07073247455146
2025-08-15,121.05916007301407
2025-08-18,120.96779625753847
2025-08-19,120.00864626479908
2025-08-20,120.85416946815253
2025-08-21,121.6912498169872
2025-08-22,122.46467790140147
2025-08-25,124.41121155483181
2025-08-26,126.27799034625062
2025-08-27,125.85573647635997
2025-08-28,126.37666161981443
2025-08-29,125.64127450089688
2025-09-01,125.72090014840423
2025-09-02,125.01914397284087
2025-09-03,127.11187198096599
2025-09-04,127.6260574372918
2025-09-05,127.39904801141063
2025-09-08,128.98040020087015
2025-09-09,126.2613925738357
2025-09-10,123.79330459345832
2025-09-11,124.83235322164978
2025-09-12,124.95783337310553
2025-09-15,125.32129635390241
2025-09-16,123.71949293834533
2025-09-17,123.74023784529278
2025-09-18,126.29489467652529
2025-09-19,127.39106440124259
2025-09-22,127.65849210991821
2025-09-23,127.15008099746284
2025-09-24,126.70003966281367
2025-09-25,124.0804842370241
2025-09-26,124.45034807167394
2025-09-29,125.55722826853382
2025-09-30,123.6438757096783
2025-10-01,122.87791415182608
2025-10-02,121.5124404722407
2025-10-03,120.393210044951
2025-10-06,120.50580819737667
2025-10-07,118.06719730039103
2025-10-08,118.84220864011309
2025-10-09,119.78939822051164
2025-10-10,119.53678642950078
2025-10-13,116.65455838175049
2025-10-14,115.54417089791893
2025-10-15,117.0243354198225
2025-10-16,113.8636825060952
2025-10-17,113.51406288103485
