,SPY
2025-07-31,105.50319100140244
2025-08-01,105.87269690122774
2025-08-04,106.54131759984354
2025-08-05,105.36433734641703
2025-08-06,105.31390440781516
2025-08-07,106.35136225475723
2025-08-08,107.31925000286606
2025-08-11,107.58961567156955
2025-08-12,108.5909503630721
2025-08-13,109.168847262079
2025-08-14,110.53130717831098
2025-08-15,110.89595232626831
2025-08-18,110.54640771627335
2025-08-19,110.9626684743646
2025-08-20,107.8011019868063
2025-08-21,108.25794274716552
2025-08-22,104.4211885218932
2025-08-25,102.67801007774801
2025-08-26,103.18419189288737
2025-08-27,103.71958456945931
2025-08-28,102.561915262371
2025-08-29,101.87490582407102
2025-09-01,103.32207559492058
2025-09-02,102.86431150407694
2025-09-03,105.23963194023
2025-09-04,105.27971497794495
2025-09-05,105.75246444145823
2025-09-08,107.5192462095917
2025-09-09,107.70329061379414
2025-09-10,106.67178575271446
2025-09-11,106.59743216027742
2025-09-12,106.60211110547439
2025-09-15,105.1992213862623
2025-09-16,104.97241257882965
2025-09-17,104.23788650695207
2025-09-18,105.24797525796568
2025-09-19,105.32653204754985
2025-09-22,105.07111390268666
2025-09-23,105.00159881672953
2025-09-24,105.27824494171969
2025-09-25,105.97200326117029
2025-09-26,104.95984167489503
2025-09-29,103.9138240177045
2025-09-30,105.11013787859615
2025-10-01,104.71950177127847
2025-10-02,103.28756000120849
2025-10-03,103.78848914601639
2025-10-06,104.31224617396522
2025-10-07,102.76878052672649
2025-10-08,103.04609709034376
2025-10-09,103.84841248626648
2025-10-10,104.27963909316797
2025-10-13,104.98273866291132
2025-10-14,103.56021717513705
2025-10-15,103.94518090882305
2025-10-16,103.6725584616345
2025-10-17,103.21452139536262
